PSNR,SSIM
29.96343857919277,0.91185
33.35211559932202,0.95468026
31.91975005440453,0.90632373
32.045913470610714,0.9174997
31.29319505273228,0.89267445
33.04832292479651,0.9050946
32.70580790895851,0.94927955
28.065563051474534,0.77621824
32.18695242661111,0.96435857
29.4194198602348,0.8017096
33.453038415284176,0.96564466
