PSNR,SSIM
30.43332762759004,0.92869025
33.711655541132494,0.9620619
33.255420497413205,0.9308118
32.79962353328837,0.934177
32.76194226596306,0.92998713
34.60926660040864,0.93536496
34.254486770277495,0.95915157
29.91009216565429,0.8476042
35.47488841833316,0.9798296
33.13281712302421,0.88427925
34.57252787965225,0.976031
