PSNR,SSIM
26.53921602217517,0.8842404
30.409964474659223,0.9350958
28.492369997079116,0.8761067
29.088198575213305,0.90081024
25.419952323327323,0.82531816
28.83368525766041,0.86369944
29.35112344200498,0.9272604
23.941658457343546,0.7427006
28.617030431795314,0.941468
26.433405587520614,0.7770676
30.90067864320706,0.94738215
